"num","artmonthyear","counts","artmont","artyear","artyearnum","artmontnum","sortnum","yearmonth"
"403","Mar   1923",14,"Mar","1923",1923,3,1923.03,"1923.03"
"568","Apr   1923",12,"Apr","1923",1923,4,1923.04,"1923.04"
"733","May   1923",8,"May","1923",1923,5,1923.05,"1923.05"
"898","Jun   1923",7,"Jun","1923",1923,6,1923.06,"1923.06"
"1063","Jul   1923",8,"Jul","1923",1923,7,1923.07,"1923.07"
"1228","Aug   1923",9,"Aug","1923",1923,8,1923.08,"1923.08"
"1393","Sep   1923",5,"Sep","1923",1923,9,1923.09,"1923.09"
"1558","Oct   1923",8,"Oct","1923",1923,10,1923.1,"1923.1"
"1723","Nov   1923",9,"Nov","1923",1923,11,1923.11,"1923.11"
"1888","Dec   1923",9,"Dec","1923",1923,12,1923.12,"1923.12"
"74","Jan   1924",8,"Jan","1924",1924,1,1924.01,"1924.01"
"239","Feb   1924",10,"Feb","1924",1924,2,1924.02,"1924.02"
"404","Mar   1924",11,"Mar","1924",1924,3,1924.03,"1924.03"
"569","Apr   1924",11,"Apr","1924",1924,4,1924.04,"1924.04"
"734","May   1924",10,"May","1924",1924,5,1924.05,"1924.05"
"899","Jun   1924",15,"Jun","1924",1924,6,1924.06,"1924.06"
"1064","Jul   1924",1,"Jul","1924",1924,7,1924.07,"1924.07"
"1229","Aug   1924",10,"Aug","1924",1924,8,1924.08,"1924.08"
"1394","Sep   1924",5,"Sep","1924",1924,9,1924.09,"1924.09"
"1559","Oct   1924",12,"Oct","1924",1924,10,1924.1,"1924.1"
"1724","Nov   1924",5,"Nov","1924",1924,11,1924.11,"1924.11"
"1889","Dec   1924",9,"Dec","1924",1924,12,1924.12,"1924.12"
"75","Jan   1925",7,"Jan","1925",1925,1,1925.01,"1925.01"
"240","Feb   1925",4,"Feb","1925",1925,2,1925.02,"1925.02"
"405","Mar   1925",8,"Mar","1925",1925,3,1925.03,"1925.03"
"570","Apr   1925",7,"Apr","1925",1925,4,1925.04,"1925.04"
"735","May   1925",7,"May","1925",1925,5,1925.05,"1925.05"
"900","Jun   1925",6,"Jun","1925",1925,6,1925.06,"1925.06"
"1065","Jul   1925",10,"Jul","1925",1925,7,1925.07,"1925.07"
"1230","Aug   1925",10,"Aug","1925",1925,8,1925.08,"1925.08"
"1395","Sep   1925",10,"Sep","1925",1925,9,1925.09,"1925.09"
"1560","Oct   1925",9,"Oct","1925",1925,10,1925.1,"1925.1"
"1725","Nov   1925",12,"Nov","1925",1925,11,1925.11,"1925.11"
"1890","Dec   1925",15,"Dec","1925",1925,12,1925.12,"1925.12"
"76","Jan   1926",11,"Jan","1926",1926,1,1926.01,"1926.01"
"241","Feb   1926",21,"Feb","1926",1926,2,1926.02,"1926.02"
"406","Mar   1926",11,"Mar","1926",1926,3,1926.03,"1926.03"
"571","Apr   1926",11,"Apr","1926",1926,4,1926.04,"1926.04"
"736","May   1926",10,"May","1926",1926,5,1926.05,"1926.05"
"901","Jun   1926",16,"Jun","1926",1926,6,1926.06,"1926.06"
"1066","Jul   1926",7,"Jul","1926",1926,7,1926.07,"1926.07"
"1231","Aug   1926",9,"Aug","1926",1926,8,1926.08,"1926.08"
"1396","Sep   1926",14,"Sep","1926",1926,9,1926.09,"1926.09"
"1561","Oct   1926",16,"Oct","1926",1926,10,1926.1,"1926.1"
"1726","Nov   1926",16,"Nov","1926",1926,11,1926.11,"1926.11"
"1891","Dec   1926",18,"Dec","1926",1926,12,1926.12,"1926.12"
"77","Jan   1927",12,"Jan","1927",1927,1,1927.01,"1927.01"
"242","Feb   1927",9,"Feb","1927",1927,2,1927.02,"1927.02"
"407","Mar   1927",6,"Mar","1927",1927,3,1927.03,"1927.03"
"572","Apr   1927",14,"Apr","1927",1927,4,1927.04,"1927.04"
"737","May   1927",11,"May","1927",1927,5,1927.05,"1927.05"
"902","Jun   1927",11,"Jun","1927",1927,6,1927.06,"1927.06"
"1067","Jul   1927",11,"Jul","1927",1927,7,1927.07,"1927.07"
"1232","Aug   1927",5,"Aug","1927",1927,8,1927.08,"1927.08"
"1397","Sep   1927",14,"Sep","1927",1927,9,1927.09,"1927.09"
"1562","Oct   1927",20,"Oct","1927",1927,10,1927.1,"1927.1"
"1727","Nov   1927",12,"Nov","1927",1927,11,1927.11,"1927.11"
"1892","Dec   1927",13,"Dec","1927",1927,12,1927.12,"1927.12"
"78","Jan   1928",8,"Jan","1928",1928,1,1928.01,"1928.01"
"243","Feb   1928",17,"Feb","1928",1928,2,1928.02,"1928.02"
"408","Mar   1928",12,"Mar","1928",1928,3,1928.03,"1928.03"
"573","Apr   1928",14,"Apr","1928",1928,4,1928.04,"1928.04"
"738","May   1928",8,"May","1928",1928,5,1928.05,"1928.05"
"903","Jun   1928",10,"Jun","1928",1928,6,1928.06,"1928.06"
"1068","Jul   1928",9,"Jul","1928",1928,7,1928.07,"1928.07"
"1233","Aug   1928",8,"Aug","1928",1928,8,1928.08,"1928.08"
"1398","Sep   1928",16,"Sep","1928",1928,9,1928.09,"1928.09"
"1563","Oct   1928",18,"Oct","1928",1928,10,1928.1,"1928.1"
"1728","Nov   1928",5,"Nov","1928",1928,11,1928.11,"1928.11"
"1893","Dec   1928",12,"Dec","1928",1928,12,1928.12,"1928.12"
"79","Jan   1929",9,"Jan","1929",1929,1,1929.01,"1929.01"
"244","Feb   1929",2,"Feb","1929",1929,2,1929.02,"1929.02"
"409","Mar   1929",15,"Mar","1929",1929,3,1929.03,"1929.03"
"574","Apr   1929",9,"Apr","1929",1929,4,1929.04,"1929.04"
"739","May   1929",9,"May","1929",1929,5,1929.05,"1929.05"
"904","Jun   1929",6,"Jun","1929",1929,6,1929.06,"1929.06"
"1069","Jul   1929",14,"Jul","1929",1929,7,1929.07,"1929.07"
"1234","Aug   1929",4,"Aug","1929",1929,8,1929.08,"1929.08"
"1399","Sep   1929",6,"Sep","1929",1929,9,1929.09,"1929.09"
"1564","Oct   1929",2,"Oct","1929",1929,10,1929.1,"1929.1"
"1729","Nov   1929",4,"Nov","1929",1929,11,1929.11,"1929.11"
"1894","Dec   1929",4,"Dec","1929",1929,12,1929.12,"1929.12"
"80","Jan   1930",8,"Jan","1930",1930,1,1930.01,"1930.01"
"245","Feb   1930",7,"Feb","1930",1930,2,1930.02,"1930.02"
"410","Mar   1930",3,"Mar","1930",1930,3,1930.03,"1930.03"
"575","Apr   1930",4,"Apr","1930",1930,4,1930.04,"1930.04"
"740","May   1930",3,"May","1930",1930,5,1930.05,"1930.05"
"905","Jun   1930",13,"Jun","1930",1930,6,1930.06,"1930.06"
"1070","Jul   1930",11,"Jul","1930",1930,7,1930.07,"1930.07"
"1235","Aug   1930",10,"Aug","1930",1930,8,1930.08,"1930.08"
"1400","Sep   1930",11,"Sep","1930",1930,9,1930.09,"1930.09"
"1565","Oct   1930",9,"Oct","1930",1930,10,1930.1,"1930.1"
"1730","Nov   1930",12,"Nov","1930",1930,11,1930.11,"1930.11"
"1895","Dec   1930",6,"Dec","1930",1930,12,1930.12,"1930.12"
"81","Jan   1931",14,"Jan","1931",1931,1,1931.01,"1931.01"
"246","Feb   1931",13,"Feb","1931",1931,2,1931.02,"1931.02"
"411","Mar   1931",23,"Mar","1931",1931,3,1931.03,"1931.03"
"576","Apr   1931",15,"Apr","1931",1931,4,1931.04,"1931.04"
"741","May   1931",17,"May","1931",1931,5,1931.05,"1931.05"
"906","Jun   1931",22,"Jun","1931",1931,6,1931.06,"1931.06"
"1071","Jul   1931",15,"Jul","1931",1931,7,1931.07,"1931.07"
"1236","Aug   1931",16,"Aug","1931",1931,8,1931.08,"1931.08"
"1401","Sep   1931",23,"Sep","1931",1931,9,1931.09,"1931.09"
"1566","Oct   1931",11,"Oct","1931",1931,10,1931.1,"1931.1"
"1731","Nov   1931",9,"Nov","1931",1931,11,1931.11,"1931.11"
"1896","Dec   1931",25,"Dec","1931",1931,12,1931.12,"1931.12"
"82","Jan   1932",25,"Jan","1932",1932,1,1932.01,"1932.01"
"247","Feb   1932",15,"Feb","1932",1932,2,1932.02,"1932.02"
"412","Mar   1932",26,"Mar","1932",1932,3,1932.03,"1932.03"
"577","Apr   1932",27,"Apr","1932",1932,4,1932.04,"1932.04"
"742","May   1932",12,"May","1932",1932,5,1932.05,"1932.05"
"907","Jun   1932",19,"Jun","1932",1932,6,1932.06,"1932.06"
"1072","Jul   1932",28,"Jul","1932",1932,7,1932.07,"1932.07"
"1237","Aug   1932",9,"Aug","1932",1932,8,1932.08,"1932.08"
"1402","Sep   1932",15,"Sep","1932",1932,9,1932.09,"1932.09"
"1567","Oct   1932",33,"Oct","1932",1932,10,1932.1,"1932.1"
"1732","Nov   1932",11,"Nov","1932",1932,11,1932.11,"1932.11"
"1897","Dec   1932",23,"Dec","1932",1932,12,1932.12,"1932.12"
"83","Jan   1933",27,"Jan","1933",1933,1,1933.01,"1933.01"
"248","Feb   1933",18,"Feb","1933",1933,2,1933.02,"1933.02"
"413","Mar   1933",13,"Mar","1933",1933,3,1933.03,"1933.03"
"578","Apr   1933",18,"Apr","1933",1933,4,1933.04,"1933.04"
"743","May   1933",11,"May","1933",1933,5,1933.05,"1933.05"
"908","Jun   1933",12,"Jun","1933",1933,6,1933.06,"1933.06"
"1073","Jul   1933",11,"Jul","1933",1933,7,1933.07,"1933.07"
"1238","Aug   1933",4,"Aug","1933",1933,8,1933.08,"1933.08"
"1403","Sep   1933",11,"Sep","1933",1933,9,1933.09,"1933.09"
"1568","Oct   1933",12,"Oct","1933",1933,10,1933.1,"1933.1"
"1733","Nov   1933",12,"Nov","1933",1933,11,1933.11,"1933.11"
"1898","Dec   1933",23,"Dec","1933",1933,12,1933.12,"1933.12"
"84","Jan   1934",46,"Jan","1934",1934,1,1934.01,"1934.01"
"249","Feb   1934",22,"Feb","1934",1934,2,1934.02,"1934.02"
"414","Mar   1934",19,"Mar","1934",1934,3,1934.03,"1934.03"
"579","Apr   1934",22,"Apr","1934",1934,4,1934.04,"1934.04"
"744","May   1934",21,"May","1934",1934,5,1934.05,"1934.05"
"909","Jun   1934",11,"Jun","1934",1934,6,1934.06,"1934.06"
"1074","Jul   1934",15,"Jul","1934",1934,7,1934.07,"1934.07"
"1239","Aug   1934",20,"Aug","1934",1934,8,1934.08,"1934.08"
"1404","Sep   1934",20,"Sep","1934",1934,9,1934.09,"1934.09"
"1569","Oct   1934",27,"Oct","1934",1934,10,1934.1,"1934.1"
"1734","Nov   1934",18,"Nov","1934",1934,11,1934.11,"1934.11"
"1899","Dec   1934",21,"Dec","1934",1934,12,1934.12,"1934.12"
"85","Jan   1935",37,"Jan","1935",1935,1,1935.01,"1935.01"
"250","Feb   1935",18,"Feb","1935",1935,2,1935.02,"1935.02"
"415","Mar   1935",31,"Mar","1935",1935,3,1935.03,"1935.03"
"580","Apr   1935",27,"Apr","1935",1935,4,1935.04,"1935.04"
"745","May   1935",25,"May","1935",1935,5,1935.05,"1935.05"
"910","Jun   1935",34,"Jun","1935",1935,6,1935.06,"1935.06"
"1075","Jul   1935",34,"Jul","1935",1935,7,1935.07,"1935.07"
"1240","Aug   1935",15,"Aug","1935",1935,8,1935.08,"1935.08"
"1405","Sep   1935",19,"Sep","1935",1935,9,1935.09,"1935.09"
"1570","Oct   1935",27,"Oct","1935",1935,10,1935.1,"1935.1"
"1735","Nov   1935",20,"Nov","1935",1935,11,1935.11,"1935.11"
"1900","Dec   1935",33,"Dec","1935",1935,12,1935.12,"1935.12"
"86","Jan   1936",35,"Jan","1936",1936,1,1936.01,"1936.01"
"251","Feb   1936",15,"Feb","1936",1936,2,1936.02,"1936.02"
"416","Mar   1936",18,"Mar","1936",1936,3,1936.03,"1936.03"
"581","Apr   1936",18,"Apr","1936",1936,4,1936.04,"1936.04"
"746","May   1936",16,"May","1936",1936,5,1936.05,"1936.05"
"911","Jun   1936",31,"Jun","1936",1936,6,1936.06,"1936.06"
"1076","Jul   1936",23,"Jul","1936",1936,7,1936.07,"1936.07"
"1241","Aug   1936",18,"Aug","1936",1936,8,1936.08,"1936.08"
"1406","Sep   1936",23,"Sep","1936",1936,9,1936.09,"1936.09"
"1571","Oct   1936",51,"Oct","1936",1936,10,1936.1,"1936.1"
"1736","Nov   1936",15,"Nov","1936",1936,11,1936.11,"1936.11"
"1901","Dec   1936",13,"Dec","1936",1936,12,1936.12,"1936.12"
"87","Jan   1937",14,"Jan","1937",1937,1,1937.01,"1937.01"
"252","Feb   1937",7,"Feb","1937",1937,2,1937.02,"1937.02"
"417","Mar   1937",8,"Mar","1937",1937,3,1937.03,"1937.03"
"582","Apr   1937",17,"Apr","1937",1937,4,1937.04,"1937.04"
"747","May   1937",20,"May","1937",1937,5,1937.05,"1937.05"
"912","Jun   1937",18,"Jun","1937",1937,6,1937.06,"1937.06"
"1077","Jul   1937",15,"Jul","1937",1937,7,1937.07,"1937.07"
"1242","Aug   1937",19,"Aug","1937",1937,8,1937.08,"1937.08"
"1407","Sep   1937",8,"Sep","1937",1937,9,1937.09,"1937.09"
"1572","Oct   1937",16,"Oct","1937",1937,10,1937.1,"1937.1"
"1737","Nov   1937",11,"Nov","1937",1937,11,1937.11,"1937.11"
"1902","Dec   1937",18,"Dec","1937",1937,12,1937.12,"1937.12"
"88","Jan   1938",22,"Jan","1938",1938,1,1938.01,"1938.01"
"253","Feb   1938",12,"Feb","1938",1938,2,1938.02,"1938.02"
"418","Mar   1938",7,"Mar","1938",1938,3,1938.03,"1938.03"
"583","Apr   1938",26,"Apr","1938",1938,4,1938.04,"1938.04"
"748","May   1938",22,"May","1938",1938,5,1938.05,"1938.05"
"913","Jun   1938",11,"Jun","1938",1938,6,1938.06,"1938.06"
"1078","Jul   1938",18,"Jul","1938",1938,7,1938.07,"1938.07"
"1243","Aug   1938",9,"Aug","1938",1938,8,1938.08,"1938.08"
"1408","Sep   1938",13,"Sep","1938",1938,9,1938.09,"1938.09"
"1573","Oct   1938",18,"Oct","1938",1938,10,1938.1,"1938.1"
"1738","Nov   1938",10,"Nov","1938",1938,11,1938.11,"1938.11"
"1903","Dec   1938",16,"Dec","1938",1938,12,1938.12,"1938.12"
"89","Jan   1939",31,"Jan","1939",1939,1,1939.01,"1939.01"
"254","Feb   1939",24,"Feb","1939",1939,2,1939.02,"1939.02"
"419","Mar   1939",27,"Mar","1939",1939,3,1939.03,"1939.03"
"584","Apr   1939",18,"Apr","1939",1939,4,1939.04,"1939.04"
"749","May   1939",28,"May","1939",1939,5,1939.05,"1939.05"
"914","Jun   1939",21,"Jun","1939",1939,6,1939.06,"1939.06"
"1079","Jul   1939",23,"Jul","1939",1939,7,1939.07,"1939.07"
"1244","Aug   1939",15,"Aug","1939",1939,8,1939.08,"1939.08"
"1409","Sep   1939",15,"Sep","1939",1939,9,1939.09,"1939.09"
"1574","Oct   1939",10,"Oct","1939",1939,10,1939.1,"1939.1"
"1739","Nov   1939",14,"Nov","1939",1939,11,1939.11,"1939.11"
"1904","Dec   1939",20,"Dec","1939",1939,12,1939.12,"1939.12"
"90","Jan   1940",38,"Jan","1940",1940,1,1940.01,"1940.01"
"255","Feb   1940",36,"Feb","1940",1940,2,1940.02,"1940.02"
"420","Mar   1940",17,"Mar","1940",1940,3,1940.03,"1940.03"
"585","Apr   1940",23,"Apr","1940",1940,4,1940.04,"1940.04"
"750","May   1940",30,"May","1940",1940,5,1940.05,"1940.05"
"915","Jun   1940",38,"Jun","1940",1940,6,1940.06,"1940.06"
"1080","Jul   1940",11,"Jul","1940",1940,7,1940.07,"1940.07"
"1245","Aug   1940",9,"Aug","1940",1940,8,1940.08,"1940.08"
"1410","Sep   1940",16,"Sep","1940",1940,9,1940.09,"1940.09"
"1575","Oct   1940",28,"Oct","1940",1940,10,1940.1,"1940.1"
"1740","Nov   1940",32,"Nov","1940",1940,11,1940.11,"1940.11"
"1905","Dec   1940",22,"Dec","1940",1940,12,1940.12,"1940.12"
"91","Jan   1941",27,"Jan","1941",1941,1,1941.01,"1941.01"
"256","Feb   1941",22,"Feb","1941",1941,2,1941.02,"1941.02"
"421","Mar   1941",17,"Mar","1941",1941,3,1941.03,"1941.03"
"586","Apr   1941",10,"Apr","1941",1941,4,1941.04,"1941.04"
"751","May   1941",5,"May","1941",1941,5,1941.05,"1941.05"
"916","Jun   1941",11,"Jun","1941",1941,6,1941.06,"1941.06"
"1081","Jul   1941",9,"Jul","1941",1941,7,1941.07,"1941.07"
"1246","Aug   1941",8,"Aug","1941",1941,8,1941.08,"1941.08"
"1411","Sep   1941",8,"Sep","1941",1941,9,1941.09,"1941.09"
"1576","Oct   1941",7,"Oct","1941",1941,10,1941.1,"1941.1"
"1741","Nov   1941",7,"Nov","1941",1941,11,1941.11,"1941.11"
"1906","Dec   1941",11,"Dec","1941",1941,12,1941.12,"1941.12"
"92","Jan   1942",10,"Jan","1942",1942,1,1942.01,"1942.01"
"257","Feb   1942",11,"Feb","1942",1942,2,1942.02,"1942.02"
"422","Mar   1942",22,"Mar","1942",1942,3,1942.03,"1942.03"
"587","Apr   1942",9,"Apr","1942",1942,4,1942.04,"1942.04"
"752","May   1942",4,"May","1942",1942,5,1942.05,"1942.05"
"917","Jun   1942",15,"Jun","1942",1942,6,1942.06,"1942.06"
"1082","Jul   1942",10,"Jul","1942",1942,7,1942.07,"1942.07"
"1247","Aug   1942",9,"Aug","1942",1942,8,1942.08,"1942.08"
"1412","Sep   1942",9,"Sep","1942",1942,9,1942.09,"1942.09"
"1577","Oct   1942",5,"Oct","1942",1942,10,1942.1,"1942.1"
"1742","Nov   1942",5,"Nov","1942",1942,11,1942.11,"1942.11"
"1907","Dec   1942",3,"Dec","1942",1942,12,1942.12,"1942.12"
"93","Jan   1943",14,"Jan","1943",1943,1,1943.01,"1943.01"
"258","Feb   1943",14,"Feb","1943",1943,2,1943.02,"1943.02"
"423","Mar   1943",15,"Mar","1943",1943,3,1943.03,"1943.03"
"588","Apr   1943",8,"Apr","1943",1943,4,1943.04,"1943.04"
"753","May   1943",8,"May","1943",1943,5,1943.05,"1943.05"
"918","Jun   1943",7,"Jun","1943",1943,6,1943.06,"1943.06"
"1083","Jul   1943",9,"Jul","1943",1943,7,1943.07,"1943.07"
"1248","Aug   1943",4,"Aug","1943",1943,8,1943.08,"1943.08"
"1413","Sep   1943",6,"Sep","1943",1943,9,1943.09,"1943.09"
"1578","Oct   1943",13,"Oct","1943",1943,10,1943.1,"1943.1"
"1743","Nov   1943",11,"Nov","1943",1943,11,1943.11,"1943.11"
"1908","Dec   1943",7,"Dec","1943",1943,12,1943.12,"1943.12"
"94","Jan   1944",9,"Jan","1944",1944,1,1944.01,"1944.01"
"259","Feb   1944",14,"Feb","1944",1944,2,1944.02,"1944.02"
"424","Mar   1944",10,"Mar","1944",1944,3,1944.03,"1944.03"
"589","Apr   1944",8,"Apr","1944",1944,4,1944.04,"1944.04"
"754","May   1944",18,"May","1944",1944,5,1944.05,"1944.05"
"919","Jun   1944",12,"Jun","1944",1944,6,1944.06,"1944.06"
"1084","Jul   1944",5,"Jul","1944",1944,7,1944.07,"1944.07"
"1249","Aug   1944",13,"Aug","1944",1944,8,1944.08,"1944.08"
"1414","Sep   1944",9,"Sep","1944",1944,9,1944.09,"1944.09"
"1579","Oct   1944",13,"Oct","1944",1944,10,1944.1,"1944.1"
"1744","Nov   1944",7,"Nov","1944",1944,11,1944.11,"1944.11"
"1909","Dec   1944",13,"Dec","1944",1944,12,1944.12,"1944.12"
"95","Jan   1945",12,"Jan","1945",1945,1,1945.01,"1945.01"
"260","Feb   1945",11,"Feb","1945",1945,2,1945.02,"1945.02"
"425","Mar   1945",8,"Mar","1945",1945,3,1945.03,"1945.03"
"590","Apr   1945",5,"Apr","1945",1945,4,1945.04,"1945.04"
"755","May   1945",4,"May","1945",1945,5,1945.05,"1945.05"
"920","Jun   1945",7,"Jun","1945",1945,6,1945.06,"1945.06"
"1085","Jul   1945",8,"Jul","1945",1945,7,1945.07,"1945.07"
"1250","Aug   1945",13,"Aug","1945",1945,8,1945.08,"1945.08"
"1415","Sep   1945",23,"Sep","1945",1945,9,1945.09,"1945.09"
"1580","Oct   1945",14,"Oct","1945",1945,10,1945.1,"1945.1"
"1745","Nov   1945",18,"Nov","1945",1945,11,1945.11,"1945.11"
"1910","Dec   1945",15,"Dec","1945",1945,12,1945.12,"1945.12"
"96","Jan   1946",24,"Jan","1946",1946,1,1946.01,"1946.01"
"261","Feb   1946",24,"Feb","1946",1946,2,1946.02,"1946.02"
"426","Mar   1946",18,"Mar","1946",1946,3,1946.03,"1946.03"
"591","Apr   1946",14,"Apr","1946",1946,4,1946.04,"1946.04"
"756","May   1946",11,"May","1946",1946,5,1946.05,"1946.05"
"921","Jun   1946",20,"Jun","1946",1946,6,1946.06,"1946.06"
"1086","Jul   1946",11,"Jul","1946",1946,7,1946.07,"1946.07"
"1251","Aug   1946",15,"Aug","1946",1946,8,1946.08,"1946.08"
"1416","Sep   1946",11,"Sep","1946",1946,9,1946.09,"1946.09"
"1581","Oct   1946",17,"Oct","1946",1946,10,1946.1,"1946.1"
"1746","Nov   1946",16,"Nov","1946",1946,11,1946.11,"1946.11"
"1911","Dec   1946",25,"Dec","1946",1946,12,1946.12,"1946.12"
"97","Jan   1947",36,"Jan","1947",1947,1,1947.01,"1947.01"
"262","Feb   1947",37,"Feb","1947",1947,2,1947.02,"1947.02"
"427","Mar   1947",28,"Mar","1947",1947,3,1947.03,"1947.03"
"592","Apr   1947",23,"Apr","1947",1947,4,1947.04,"1947.04"
"757","May   1947",25,"May","1947",1947,5,1947.05,"1947.05"
"922","Jun   1947",23,"Jun","1947",1947,6,1947.06,"1947.06"
"1087","Jul   1947",19,"Jul","1947",1947,7,1947.07,"1947.07"
"1252","Aug   1947",11,"Aug","1947",1947,8,1947.08,"1947.08"
"1417","Sep   1947",12,"Sep","1947",1947,9,1947.09,"1947.09"
"1582","Oct   1947",7,"Oct","1947",1947,10,1947.1,"1947.1"
"1747","Nov   1947",15,"Nov","1947",1947,11,1947.11,"1947.11"
"1912","Dec   1947",22,"Dec","1947",1947,12,1947.12,"1947.12"
"98","Jan   1948",38,"Jan","1948",1948,1,1948.01,"1948.01"
"263","Feb   1948",13,"Feb","1948",1948,2,1948.02,"1948.02"
"428","Mar   1948",7,"Mar","1948",1948,3,1948.03,"1948.03"
"593","Apr   1948",9,"Apr","1948",1948,4,1948.04,"1948.04"
"758","May   1948",8,"May","1948",1948,5,1948.05,"1948.05"
"923","Jun   1948",7,"Jun","1948",1948,6,1948.06,"1948.06"
"1088","Jul   1948",9,"Jul","1948",1948,7,1948.07,"1948.07"
"1253","Aug   1948",5,"Aug","1948",1948,8,1948.08,"1948.08"
"1418","Sep   1948",14,"Sep","1948",1948,9,1948.09,"1948.09"
"1583","Oct   1948",12,"Oct","1948",1948,10,1948.1,"1948.1"
"1748","Nov   1948",13,"Nov","1948",1948,11,1948.11,"1948.11"
"1913","Dec   1948",12,"Dec","1948",1948,12,1948.12,"1948.12"
"99","Jan   1949",15,"Jan","1949",1949,1,1949.01,"1949.01"
"264","Feb   1949",9,"Feb","1949",1949,2,1949.02,"1949.02"
"429","Mar   1949",13,"Mar","1949",1949,3,1949.03,"1949.03"
"594","Apr   1949",16,"Apr","1949",1949,4,1949.04,"1949.04"
"759","May   1949",23,"May","1949",1949,5,1949.05,"1949.05"
"924","Jun   1949",13,"Jun","1949",1949,6,1949.06,"1949.06"
"1089","Jul   1949",16,"Jul","1949",1949,7,1949.07,"1949.07"
"1254","Aug   1949",9,"Aug","1949",1949,8,1949.08,"1949.08"
"1419","Sep   1949",12,"Sep","1949",1949,9,1949.09,"1949.09"
"1584","Oct   1949",14,"Oct","1949",1949,10,1949.1,"1949.1"
"1749","Nov   1949",14,"Nov","1949",1949,11,1949.11,"1949.11"
"1914","Dec   1949",18,"Dec","1949",1949,12,1949.12,"1949.12"
"100","Jan   1950",36,"Jan","1950",1950,1,1950.01,"1950.01"
"265","Feb   1950",12,"Feb","1950",1950,2,1950.02,"1950.02"
"430","Mar   1950",16,"Mar","1950",1950,3,1950.03,"1950.03"
"595","Apr   1950",23,"Apr","1950",1950,4,1950.04,"1950.04"
"760","May   1950",17,"May","1950",1950,5,1950.05,"1950.05"
"925","Jun   1950",11,"Jun","1950",1950,6,1950.06,"1950.06"
"1090","Jul   1950",14,"Jul","1950",1950,7,1950.07,"1950.07"
"1255","Aug   1950",12,"Aug","1950",1950,8,1950.08,"1950.08"
"1420","Sep   1950",12,"Sep","1950",1950,9,1950.09,"1950.09"
"1585","Oct   1950",8,"Oct","1950",1950,10,1950.1,"1950.1"
"1750","Nov   1950",10,"Nov","1950",1950,11,1950.11,"1950.11"
"1915","Dec   1950",3,"Dec","1950",1950,12,1950.12,"1950.12"
"101","Jan   1951",16,"Jan","1951",1951,1,1951.01,"1951.01"
"266","Feb   1951",14,"Feb","1951",1951,2,1951.02,"1951.02"
"431","Mar   1951",11,"Mar","1951",1951,3,1951.03,"1951.03"
"596","Apr   1951",8,"Apr","1951",1951,4,1951.04,"1951.04"
"761","May   1951",5,"May","1951",1951,5,1951.05,"1951.05"
"926","Jun   1951",6,"Jun","1951",1951,6,1951.06,"1951.06"
"1091","Jul   1951",7,"Jul","1951",1951,7,1951.07,"1951.07"
"1256","Aug   1951",1,"Aug","1951",1951,8,1951.08,"1951.08"
"1421","Sep   1951",8,"Sep","1951",1951,9,1951.09,"1951.09"
"1586","Oct   1951",5,"Oct","1951",1951,10,1951.1,"1951.1"
"1751","Nov   1951",5,"Nov","1951",1951,11,1951.11,"1951.11"
"1916","Dec   1951",5,"Dec","1951",1951,12,1951.12,"1951.12"
"102","Jan   1952",18,"Jan","1952",1952,1,1952.01,"1952.01"
"267","Feb   1952",9,"Feb","1952",1952,2,1952.02,"1952.02"
"432","Mar   1952",12,"Mar","1952",1952,3,1952.03,"1952.03"
"597","Apr   1952",4,"Apr","1952",1952,4,1952.04,"1952.04"
"762","May   1952",7,"May","1952",1952,5,1952.05,"1952.05"
"927","Jun   1952",8,"Jun","1952",1952,6,1952.06,"1952.06"
"1092","Jul   1952",13,"Jul","1952",1952,7,1952.07,"1952.07"
"1257","Aug   1952",9,"Aug","1952",1952,8,1952.08,"1952.08"
"1422","Sep   1952",14,"Sep","1952",1952,9,1952.09,"1952.09"
"1587","Oct   1952",10,"Oct","1952",1952,10,1952.1,"1952.1"
"1752","Nov   1952",7,"Nov","1952",1952,11,1952.11,"1952.11"
"1917","Dec   1952",11,"Dec","1952",1952,12,1952.12,"1952.12"
"103","Jan   1953",26,"Jan","1953",1953,1,1953.01,"1953.01"
"268","Feb   1953",14,"Feb","1953",1953,2,1953.02,"1953.02"
"433","Mar   1953",13,"Mar","1953",1953,3,1953.03,"1953.03"
"598","Apr   1953",13,"Apr","1953",1953,4,1953.04,"1953.04"
"763","May   1953",23,"May","1953",1953,5,1953.05,"1953.05"
"928","Jun   1953",13,"Jun","1953",1953,6,1953.06,"1953.06"
"1093","Jul   1953",20,"Jul","1953",1953,7,1953.07,"1953.07"
"1258","Aug   1953",29,"Aug","1953",1953,8,1953.08,"1953.08"
"1423","Sep   1953",17,"Sep","1953",1953,9,1953.09,"1953.09"
"1588","Oct   1953",17,"Oct","1953",1953,10,1953.1,"1953.1"
"1753","Nov   1953",14,"Nov","1953",1953,11,1953.11,"1953.11"
"1918","Dec   1953",8,"Dec","1953",1953,12,1953.12,"1953.12"
"104","Jan   1954",21,"Jan","1954",1954,1,1954.01,"1954.01"
"269","Feb   1954",5,"Feb","1954",1954,2,1954.02,"1954.02"
"434","Mar   1954",6,"Mar","1954",1954,3,1954.03,"1954.03"
"599","Apr   1954",7,"Apr","1954",1954,4,1954.04,"1954.04"
"764","May   1954",8,"May","1954",1954,5,1954.05,"1954.05"
