"num","artmonthyear","counts","artmont","artyear","artyearnum","artmontnum","sortnum","yearmonth"
"1455","Sep   1985",64,"Sep","1985",1985,9,1985.09,"1985.09"
"1620","Oct   1985",87,"Oct","1985",1985,10,1985.1,"1985.1"
"1785","Nov   1985",57,"Nov","1985",1985,11,1985.11,"1985.11"
"1950","Dec   1985",75,"Dec","1985",1985,12,1985.12,"1985.12"
"136","Jan   1986",66,"Jan","1986",1986,1,1986.01,"1986.01"
"301","Feb   1986",73,"Feb","1986",1986,2,1986.02,"1986.02"
"466","Mar   1986",45,"Mar","1986",1986,3,1986.03,"1986.03"
"631","Apr   1986",40,"Apr","1986",1986,4,1986.04,"1986.04"
"796","May   1986",49,"May","1986",1986,5,1986.05,"1986.05"
"961","Jun   1986",38,"Jun","1986",1986,6,1986.06,"1986.06"
"1126","Jul   1986",46,"Jul","1986",1986,7,1986.07,"1986.07"
"1291","Aug   1986",41,"Aug","1986",1986,8,1986.08,"1986.08"
"1456","Sep   1986",59,"Sep","1986",1986,9,1986.09,"1986.09"
"1621","Oct   1986",49,"Oct","1986",1986,10,1986.1,"1986.1"
"1786","Nov   1986",55,"Nov","1986",1986,11,1986.11,"1986.11"
"1951","Dec   1986",56,"Dec","1986",1986,12,1986.12,"1986.12"
"137","Jan   1987",72,"Jan","1987",1987,1,1987.01,"1987.01"
"302","Feb   1987",48,"Feb","1987",1987,2,1987.02,"1987.02"
"467","Mar   1987",50,"Mar","1987",1987,3,1987.03,"1987.03"
"632","Apr   1987",45,"Apr","1987",1987,4,1987.04,"1987.04"
"797","May   1987",47,"May","1987",1987,5,1987.05,"1987.05"
"962","Jun   1987",61,"Jun","1987",1987,6,1987.06,"1987.06"
"1127","Jul   1987",24,"Jul","1987",1987,7,1987.07,"1987.07"
"1292","Aug   1987",45,"Aug","1987",1987,8,1987.08,"1987.08"
"1457","Sep   1987",60,"Sep","1987",1987,9,1987.09,"1987.09"
"1622","Oct   1987",134,"Oct","1987",1987,10,1987.1,"1987.1"
"1787","Nov   1987",191,"Nov","1987",1987,11,1987.11,"1987.11"
"1952","Dec   1987",72,"Dec","1987",1987,12,1987.12,"1987.12"
"138","Jan   1988",58,"Jan","1988",1988,1,1988.01,"1988.01"
"303","Feb   1988",51,"Feb","1988",1988,2,1988.02,"1988.02"
"468","Mar   1988",47,"Mar","1988",1988,3,1988.03,"1988.03"
"633","Apr   1988",32,"Apr","1988",1988,4,1988.04,"1988.04"
"798","May   1988",56,"May","1988",1988,5,1988.05,"1988.05"
"963","Jun   1988",57,"Jun","1988",1988,6,1988.06,"1988.06"
"1128","Jul   1988",36,"Jul","1988",1988,7,1988.07,"1988.07"
"1293","Aug   1988",56,"Aug","1988",1988,8,1988.08,"1988.08"
"1458","Sep   1988",66,"Sep","1988",1988,9,1988.09,"1988.09"
"1623","Oct   1988",84,"Oct","1988",1988,10,1988.1,"1988.1"
"1788","Nov   1988",130,"Nov","1988",1988,11,1988.11,"1988.11"
"1953","Dec   1988",112,"Dec","1988",1988,12,1988.12,"1988.12"
"139","Jan   1989",118,"Jan","1989",1989,1,1989.01,"1989.01"
"304","Feb   1989",81,"Feb","1989",1989,2,1989.02,"1989.02"
"469","Mar   1989",56,"Mar","1989",1989,3,1989.03,"1989.03"
"634","Apr   1989",62,"Apr","1989",1989,4,1989.04,"1989.04"
"799","May   1989",50,"May","1989",1989,5,1989.05,"1989.05"
"964","Jun   1989",40,"Jun","1989",1989,6,1989.06,"1989.06"
"1129","Jul   1989",41,"Jul","1989",1989,7,1989.07,"1989.07"
"1294","Aug   1989",31,"Aug","1989",1989,8,1989.08,"1989.08"
"1459","Sep   1989",43,"Sep","1989",1989,9,1989.09,"1989.09"
"1624","Oct   1989",75,"Oct","1989",1989,10,1989.1,"1989.1"
"1789","Nov   1989",61,"Nov","1989",1989,11,1989.11,"1989.11"
"1954","Dec   1989",45,"Dec","1989",1989,12,1989.12,"1989.12"
"140","Jan   1990",67,"Jan","1990",1990,1,1990.01,"1990.01"
"305","Feb   1990",44,"Feb","1990",1990,2,1990.02,"1990.02"
"470","Mar   1990",43,"Mar","1990",1990,3,1990.03,"1990.03"
"635","Apr   1990",49,"Apr","1990",1990,4,1990.04,"1990.04"
"800","May   1990",76,"May","1990",1990,5,1990.05,"1990.05"
"965","Jun   1990",47,"Jun","1990",1990,6,1990.06,"1990.06"
"1130","Jul   1990",69,"Jul","1990",1990,7,1990.07,"1990.07"
"1295","Aug   1990",56,"Aug","1990",1990,8,1990.08,"1990.08"
"1460","Sep   1990",74,"Sep","1990",1990,9,1990.09,"1990.09"
"1625","Oct   1990",119,"Oct","1990",1990,10,1990.1,"1990.1"
"1790","Nov   1990",58,"Nov","1990",1990,11,1990.11,"1990.11"
"1955","Dec   1990",37,"Dec","1990",1990,12,1990.12,"1990.12"
"141","Jan   1991",59,"Jan","1991",1991,1,1991.01,"1991.01"
"306","Feb   1991",38,"Feb","1991",1991,2,1991.02,"1991.02"
"471","Mar   1991",38,"Mar","1991",1991,3,1991.03,"1991.03"
"636","Apr   1991",42,"Apr","1991",1991,4,1991.04,"1991.04"
"801","May   1991",39,"May","1991",1991,5,1991.05,"1991.05"
"966","Jun   1991",27,"Jun","1991",1991,6,1991.06,"1991.06"
"1131","Jul   1991",33,"Jul","1991",1991,7,1991.07,"1991.07"
"1296","Aug   1991",34,"Aug","1991",1991,8,1991.08,"1991.08"
"1461","Sep   1991",32,"Sep","1991",1991,9,1991.09,"1991.09"
"1626","Oct   1991",45,"Oct","1991",1991,10,1991.1,"1991.1"
"1791","Nov   1991",54,"Nov","1991",1991,11,1991.11,"1991.11"
"1956","Dec   1991",51,"Dec","1991",1991,12,1991.12,"1991.12"
"142","Jan   1992",41,"Jan","1992",1992,1,1992.01,"1992.01"
"307","Feb   1992",30,"Feb","1992",1992,2,1992.02,"1992.02"
"472","Mar   1992",65,"Mar","1992",1992,3,1992.03,"1992.03"
"637","Apr   1992",45,"Apr","1992",1992,4,1992.04,"1992.04"
"802","May   1992",43,"May","1992",1992,5,1992.05,"1992.05"
"967","Jun   1992",54,"Jun","1992",1992,6,1992.06,"1992.06"
"1132","Jul   1992",64,"Jul","1992",1992,7,1992.07,"1992.07"
"1297","Aug   1992",58,"Aug","1992",1992,8,1992.08,"1992.08"
"1462","Sep   1992",76,"Sep","1992",1992,9,1992.09,"1992.09"
"1627","Oct   1992",77,"Oct","1992",1992,10,1992.1,"1992.1"
"1792","Nov   1992",61,"Nov","1992",1992,11,1992.11,"1992.11"
"1957","Dec   1992",49,"Dec","1992",1992,12,1992.12,"1992.12"
"143","Jan   1993",81,"Jan","1993",1993,1,1993.01,"1993.01"
"308","Feb   1993",94,"Feb","1993",1993,2,1993.02,"1993.02"
"473","Mar   1993",44,"Mar","1993",1993,3,1993.03,"1993.03"
"638","Apr   1993",49,"Apr","1993",1993,4,1993.04,"1993.04"
"803","May   1993",65,"May","1993",1993,5,1993.05,"1993.05"
"968","Jun   1993",61,"Jun","1993",1993,6,1993.06,"1993.06"
"1133","Jul   1993",42,"Jul","1993",1993,7,1993.07,"1993.07"
"1298","Aug   1993",41,"Aug","1993",1993,8,1993.08,"1993.08"
"1463","Sep   1993",38,"Sep","1993",1993,9,1993.09,"1993.09"
"1628","Oct   1993",38,"Oct","1993",1993,10,1993.1,"1993.1"
"1793","Nov   1993",30,"Nov","1993",1993,11,1993.11,"1993.11"
"1958","Dec   1993",32,"Dec","1993",1993,12,1993.12,"1993.12"
"144","Jan   1994",40,"Jan","1994",1994,1,1994.01,"1994.01"
"309","Feb   1994",29,"Feb","1994",1994,2,1994.02,"1994.02"
"474","Mar   1994",31,"Mar","1994",1994,3,1994.03,"1994.03"
"639","Apr   1994",29,"Apr","1994",1994,4,1994.04,"1994.04"
"804","May   1994",16,"May","1994",1994,5,1994.05,"1994.05"
"969","Jun   1994",17,"Jun","1994",1994,6,1994.06,"1994.06"
"1134","Jul   1994",13,"Jul","1994",1994,7,1994.07,"1994.07"
"1299","Aug   1994",22,"Aug","1994",1994,8,1994.08,"1994.08"
"1464","Sep   1994",21,"Sep","1994",1994,9,1994.09,"1994.09"
"1629","Oct   1994",34,"Oct","1994",1994,10,1994.1,"1994.1"
"1794","Nov   1994",53,"Nov","1994",1994,11,1994.11,"1994.11"
"1959","Dec   1994",47,"Dec","1994",1994,12,1994.12,"1994.12"
"145","Jan   1995",47,"Jan","1995",1995,1,1995.01,"1995.01"
"310","Feb   1995",49,"Feb","1995",1995,2,1995.02,"1995.02"
"475","Mar   1995",47,"Mar","1995",1995,3,1995.03,"1995.03"
"640","Apr   1995",37,"Apr","1995",1995,4,1995.04,"1995.04"
"805","May   1995",38,"May","1995",1995,5,1995.05,"1995.05"
"970","Jun   1995",29,"Jun","1995",1995,6,1995.06,"1995.06"
"1135","Jul   1995",10,"Jul","1995",1995,7,1995.07,"1995.07"
"1300","Aug   1995",21,"Aug","1995",1995,8,1995.08,"1995.08"
"1465","Sep   1995",25,"Sep","1995",1995,9,1995.09,"1995.09"
"1630","Oct   1995",46,"Oct","1995",1995,10,1995.1,"1995.1"
"1795","Nov   1995",53,"Nov","1995",1995,11,1995.11,"1995.11"
"1960","Dec   1995",39,"Dec","1995",1995,12,1995.12,"1995.12"
"146","Jan   1996",55,"Jan","1996",1996,1,1996.01,"1996.01"
"311","Feb   1996",29,"Feb","1996",1996,2,1996.02,"1996.02"
"476","Mar   1996",25,"Mar","1996",1996,3,1996.03,"1996.03"
"641","Apr   1996",19,"Apr","1996",1996,4,1996.04,"1996.04"
"806","May   1996",34,"May","1996",1996,5,1996.05,"1996.05"
"971","Jun   1996",22,"Jun","1996",1996,6,1996.06,"1996.06"
"1136","Jul   1996",35,"Jul","1996",1996,7,1996.07,"1996.07"
"1301","Aug   1996",34,"Aug","1996",1996,8,1996.08,"1996.08"
"1466","Sep   1996",23,"Sep","1996",1996,9,1996.09,"1996.09"
"1631","Oct   1996",25,"Oct","1996",1996,10,1996.1,"1996.1"
"1796","Nov   1996",21,"Nov","1996",1996,11,1996.11,"1996.11"
"1961","Dec   1996",20,"Dec","1996",1996,12,1996.12,"1996.12"
"147","Jan   1997",24,"Jan","1997",1997,1,1997.01,"1997.01"
"312","Feb   1997",21,"Feb","1997",1997,2,1997.02,"1997.02"
"477","Mar   1997",14,"Mar","1997",1997,3,1997.03,"1997.03"
"642","Apr   1997",19,"Apr","1997",1997,4,1997.04,"1997.04"
"807","May   1997",24,"May","1997",1997,5,1997.05,"1997.05"
"972","Jun   1997",39,"Jun","1997",1997,6,1997.06,"1997.06"
"1137","Jul   1997",32,"Jul","1997",1997,7,1997.07,"1997.07"
"1302","Aug   1997",10,"Aug","1997",1997,8,1997.08,"1997.08"
"1467","Sep   1997",9,"Sep","1997",1997,9,1997.09,"1997.09"
"1632","Oct   1997",15,"Oct","1997",1997,10,1997.1,"1997.1"
"1797","Nov   1997",18,"Nov","1997",1997,11,1997.11,"1997.11"
"1962","Dec   1997",18,"Dec","1997",1997,12,1997.12,"1997.12"
"148","Jan   1998",44,"Jan","1998",1998,1,1998.01,"1998.01"
"313","Feb   1998",26,"Feb","1998",1998,2,1998.02,"1998.02"
"478","Mar   1998",21,"Mar","1998",1998,3,1998.03,"1998.03"
"643","Apr   1998",15,"Apr","1998",1998,4,1998.04,"1998.04"
"808","May   1998",20,"May","1998",1998,5,1998.05,"1998.05"
"973","Jun   1998",29,"Jun","1998",1998,6,1998.06,"1998.06"
"1138","Jul   1998",25,"Jul","1998",1998,7,1998.07,"1998.07"
"1303","Aug   1998",20,"Aug","1998",1998,8,1998.08,"1998.08"
"1468","Sep   1998",22,"Sep","1998",1998,9,1998.09,"1998.09"
"1633","Oct   1998",29,"Oct","1998",1998,10,1998.1,"1998.1"
"1798","Nov   1998",18,"Nov","1998",1998,11,1998.11,"1998.11"
"1963","Dec   1998",19,"Dec","1998",1998,12,1998.12,"1998.12"
"149","Jan   1999",47,"Jan","1999",1999,1,1999.01,"1999.01"
"314","Feb   1999",27,"Feb","1999",1999,2,1999.02,"1999.02"
"479","Mar   1999",34,"Mar","1999",1999,3,1999.03,"1999.03"
"644","Apr   1999",22,"Apr","1999",1999,4,1999.04,"1999.04"
"809","May   1999",18,"May","1999",1999,5,1999.05,"1999.05"
"974","Jun   1999",21,"Jun","1999",1999,6,1999.06,"1999.06"
"1139","Jul   1999",49,"Jul","1999",1999,7,1999.07,"1999.07"
"1304","Aug   1999",34,"Aug","1999",1999,8,1999.08,"1999.08"
"1469","Sep   1999",17,"Sep","1999",1999,9,1999.09,"1999.09"
"1634","Oct   1999",25,"Oct","1999",1999,10,1999.1,"1999.1"
"1799","Nov   1999",19,"Nov","1999",1999,11,1999.11,"1999.11"
"1964","Dec   1999",21,"Dec","1999",1999,12,1999.12,"1999.12"
"150","Jan   2000",40,"Jan","2000",2000,1,2000.01,"2000.01"
"315","Feb   2000",42,"Feb","2000",2000,2,2000.02,"2000.02"
"480","Mar   2000",25,"Mar","2000",2000,3,2000.03,"2000.03"
"645","Apr   2000",28,"Apr","2000",2000,4,2000.04,"2000.04"
"810","May   2000",26,"May","2000",2000,5,2000.05,"2000.05"
"975","Jun   2000",24,"Jun","2000",2000,6,2000.06,"2000.06"
"1140","Jul   2000",30,"Jul","2000",2000,7,2000.07,"2000.07"
"1305","Aug   2000",31,"Aug","2000",2000,8,2000.08,"2000.08"
"1470","Sep   2000",28,"Sep","2000",2000,9,2000.09,"2000.09"
"1635","Oct   2000",55,"Oct","2000",2000,10,2000.1,"2000.1"
"1800","Nov   2000",25,"Nov","2000",2000,11,2000.11,"2000.11"
"1965","Dec   2000",21,"Dec","2000",2000,12,2000.12,"2000.12"
"151","Jan   2001",25,"Jan","2001",2001,1,2001.01,"2001.01"
"316","Feb   2001",29,"Feb","2001",2001,2,2001.02,"2001.02"
"481","Mar   2001",36,"Mar","2001",2001,3,2001.03,"2001.03"
"646","Apr   2001",22,"Apr","2001",2001,4,2001.04,"2001.04"
"811","May   2001",19,"May","2001",2001,5,2001.05,"2001.05"
"976","Jun   2001",18,"Jun","2001",2001,6,2001.06,"2001.06"
"1141","Jul   2001",25,"Jul","2001",2001,7,2001.07,"2001.07"
"1306","Aug   2001",25,"Aug","2001",2001,8,2001.08,"2001.08"
"1471","Sep   2001",28,"Sep","2001",2001,9,2001.09,"2001.09"
"1636","Oct   2001",32,"Oct","2001",2001,10,2001.1,"2001.1"
"1801","Nov   2001",54,"Nov","2001",2001,11,2001.11,"2001.11"
"1966","Dec   2001",39,"Dec","2001",2001,12,2001.12,"2001.12"
"152","Jan   2002",70,"Jan","2002",2002,1,2002.01,"2002.01"
"317","Feb   2002",55,"Feb","2002",2002,2,2002.02,"2002.02"
"482","Mar   2002",51,"Mar","2002",2002,3,2002.03,"2002.03"
"647","Apr   2002",38,"Apr","2002",2002,4,2002.04,"2002.04"
"812","May   2002",38,"May","2002",2002,5,2002.05,"2002.05"
"977","Jun   2002",39,"Jun","2002",2002,6,2002.06,"2002.06"
"1142","Jul   2002",35,"Jul","2002",2002,7,2002.07,"2002.07"
"1307","Aug   2002",32,"Aug","2002",2002,8,2002.08,"2002.08"
"1472","Sep   2002",35,"Sep","2002",2002,9,2002.09,"2002.09"
"1637","Oct   2002",47,"Oct","2002",2002,10,2002.1,"2002.1"
"1802","Nov   2002",47,"Nov","2002",2002,11,2002.11,"2002.11"
"1967","Dec   2002",47,"Dec","2002",2002,12,2002.12,"2002.12"
"153","Jan   2003",64,"Jan","2003",2003,1,2003.01,"2003.01"
"318","Feb   2003",51,"Feb","2003",2003,2,2003.02,"2003.02"
"483","Mar   2003",63,"Mar","2003",2003,3,2003.03,"2003.03"
"648","Apr   2003",52,"Apr","2003",2003,4,2003.04,"2003.04"
"813","May   2003",62,"May","2003",2003,5,2003.05,"2003.05"
"978","Jun   2003",39,"Jun","2003",2003,6,2003.06,"2003.06"
"1143","Jul   2003",51,"Jul","2003",2003,7,2003.07,"2003.07"
"1308","Aug   2003",40,"Aug","2003",2003,8,2003.08,"2003.08"
"1473","Sep   2003",42,"Sep","2003",2003,9,2003.09,"2003.09"
"1638","Oct   2003",37,"Oct","2003",2003,10,2003.1,"2003.1"
"1803","Nov   2003",35,"Nov","2003",2003,11,2003.11,"2003.11"
"1968","Dec   2003",24,"Dec","2003",2003,12,2003.12,"2003.12"
"154","Jan   2004",72,"Jan","2004",2004,1,2004.01,"2004.01"
"319","Feb   2004",53,"Feb","2004",2004,2,2004.02,"2004.02"
"484","Mar   2004",34,"Mar","2004",2004,3,2004.03,"2004.03"
"649","Apr   2004",20,"Apr","2004",2004,4,2004.04,"2004.04"
"814","May   2004",21,"May","2004",2004,5,2004.05,"2004.05"
"979","Jun   2004",17,"Jun","2004",2004,6,2004.06,"2004.06"
"1144","Jul   2004",30,"Jul","2004",2004,7,2004.07,"2004.07"
"1309","Aug   2004",27,"Aug","2004",2004,8,2004.08,"2004.08"
"1474","Sep   2004",37,"Sep","2004",2004,9,2004.09,"2004.09"
"1639","Oct   2004",37,"Oct","2004",2004,10,2004.1,"2004.1"
"1804","Nov   2004",47,"Nov","2004",2004,11,2004.11,"2004.11"
"1969","Dec   2004",44,"Dec","2004",2004,12,2004.12,"2004.12"
"155","Jan   2005",59,"Jan","2005",2005,1,2005.01,"2005.01"
"320","Feb   2005",38,"Feb","2005",2005,2,2005.02,"2005.02"
"485","Mar   2005",26,"Mar","2005",2005,3,2005.03,"2005.03"
"650","Apr   2005",18,"Apr","2005",2005,4,2005.04,"2005.04"
"815","May   2005",23,"May","2005",2005,5,2005.05,"2005.05"
"980","Jun   2005",25,"Jun","2005",2005,6,2005.06,"2005.06"
"1145","Jul   2005",20,"Jul","2005",2005,7,2005.07,"2005.07"
"1310","Aug   2005",19,"Aug","2005",2005,8,2005.08,"2005.08"
"1475","Sep   2005",12,"Sep","2005",2005,9,2005.09,"2005.09"
"1640","Oct   2005",25,"Oct","2005",2005,10,2005.1,"2005.1"
"1805","Nov   2005",36,"Nov","2005",2005,11,2005.11,"2005.11"
"1970","Dec   2005",18,"Dec","2005",2005,12,2005.12,"2005.12"
"156","Jan   2006",24,"Jan","2006",2006,1,2006.01,"2006.01"
"321","Feb   2006",25,"Feb","2006",2006,2,2006.02,"2006.02"
"486","Mar   2006",21,"Mar","2006",2006,3,2006.03,"2006.03"
"651","Apr   2006",33,"Apr","2006",2006,4,2006.04,"2006.04"
"816","May   2006",21,"May","2006",2006,5,2006.05,"2006.05"
"981","Jun   2006",37,"Jun","2006",2006,6,2006.06,"2006.06"
"1146","Jul   2006",41,"Jul","2006",2006,7,2006.07,"2006.07"
"1311","Aug   2006",19,"Aug","2006",2006,8,2006.08,"2006.08"
"1476","Sep   2006",22,"Sep","2006",2006,9,2006.09,"2006.09"
"1641","Oct   2006",25,"Oct","2006",2006,10,2006.1,"2006.1"
"1806","Nov   2006",23,"Nov","2006",2006,11,2006.11,"2006.11"
"1971","Dec   2006",20,"Dec","2006",2006,12,2006.12,"2006.12"
"157","Jan   2007",23,"Jan","2007",2007,1,2007.01,"2007.01"
"322","Feb   2007",11,"Feb","2007",2007,2,2007.02,"2007.02"
"487","Mar   2007",13,"Mar","2007",2007,3,2007.03,"2007.03"
"652","Apr   2007",31,"Apr","2007",2007,4,2007.04,"2007.04"
"817","May   2007",12,"May","2007",2007,5,2007.05,"2007.05"
"982","Jun   2007",19,"Jun","2007",2007,6,2007.06,"2007.06"
"1147","Jul   2007",11,"Jul","2007",2007,7,2007.07,"2007.07"
"1312","Aug   2007",10,"Aug","2007",2007,8,2007.08,"2007.08"
"1477","Sep   2007",18,"Sep","2007",2007,9,2007.09,"2007.09"
"1642","Oct   2007",30,"Oct","2007",2007,10,2007.1,"2007.1"
"1807","Nov   2007",27,"Nov","2007",2007,11,2007.11,"2007.11"
"1972","Dec   2007",22,"Dec","2007",2007,12,2007.12,"2007.12"
"158","Jan   2008",48,"Jan","2008",2008,1,2008.01,"2008.01"
"323","Feb   2008",20,"Feb","2008",2008,2,2008.02,"2008.02"
"488","Mar   2008",24,"Mar","2008",2008,3,2008.03,"2008.03"
"653","Apr   2008",17,"Apr","2008",2008,4,2008.04,"2008.04"
"818","May   2008",23,"May","2008",2008,5,2008.05,"2008.05"
"983","Jun   2008",18,"Jun","2008",2008,6,2008.06,"2008.06"
"1148","Jul   2008",43,"Jul","2008",2008,7,2008.07,"2008.07"
"1313","Aug   2008",35,"Aug","2008",2008,8,2008.08,"2008.08"
"1478","Sep   2008",59,"Sep","2008",2008,9,2008.09,"2008.09"
"1643","Oct   2008",92,"Oct","2008",2008,10,2008.1,"2008.1"
"1808","Nov   2008",77,"Nov","2008",2008,11,2008.11,"2008.11"
"1973","Dec   2008",65,"Dec","2008",2008,12,2008.12,"2008.12"
"159","Jan   2009",83,"Jan","2009",2009,1,2009.01,"2009.01"
"324","Feb   2009",109,"Feb","2009",2009,2,2009.02,"2009.02"
"489","Mar   2009",112,"Mar","2009",2009,3,2009.03,"2009.03"
"654","Apr   2009",63,"Apr","2009",2009,4,2009.04,"2009.04"
"819","May   2009",65,"May","2009",2009,5,2009.05,"2009.05"
"984","Jun   2009",75,"Jun","2009",2009,6,2009.06,"2009.06"
"1149","Jul   2009",56,"Jul","2009",2009,7,2009.07,"2009.07"
"1314","Aug   2009",49,"Aug","2009",2009,8,2009.08,"2009.08"
"1479","Sep   2009",57,"Sep","2009",2009,9,2009.09,"2009.09"
"1644","Oct   2009",83,"Oct","2009",2009,10,2009.1,"2009.1"
"1809","Nov   2009",93,"Nov","2009",2009,11,2009.11,"2009.11"
"1974","Dec   2009",84,"Dec","2009",2009,12,2009.12,"2009.12"
"160","Jan   2010",76,"Jan","2010",2010,1,2010.01,"2010.01"
"325","Feb   2010",111,"Feb","2010",2010,2,2010.02,"2010.02"
"490","Mar   2010",139,"Mar","2010",2010,3,2010.03,"2010.03"
"655","Apr   2010",102,"Apr","2010",2010,4,2010.04,"2010.04"
"820","May   2010",130,"May","2010",2010,5,2010.05,"2010.05"
"985","Jun   2010",101,"Jun","2010",2010,6,2010.06,"2010.06"
"1150","Jul   2010",109,"Jul","2010",2010,7,2010.07,"2010.07"
"1315","Aug   2010",79,"Aug","2010",2010,8,2010.08,"2010.08"
"1480","Sep   2010",76,"Sep","2010",2010,9,2010.09,"2010.09"
"1645","Oct   2010",92,"Oct","2010",2010,10,2010.1,"2010.1"
"1810","Nov   2010",139,"Nov","2010",2010,11,2010.11,"2010.11"
"1975","Dec   2010",93,"Dec","2010",2010,12,2010.12,"2010.12"
"161","Jan   2011",103,"Jan","2011",2011,1,2011.01,"2011.01"
"326","Feb   2011",80,"Feb","2011",2011,2,2011.02,"2011.02"
"491","Mar   2011",71,"Mar","2011",2011,3,2011.03,"2011.03"
"656","Apr   2011",122,"Apr","2011",2011,4,2011.04,"2011.04"
"821","May   2011",84,"May","2011",2011,5,2011.05,"2011.05"
"986","Jun   2011",99,"Jun","2011",2011,6,2011.06,"2011.06"
"1151","Jul   2011",138,"Jul","2011",2011,7,2011.07,"2011.07"
"1316","Aug   2011",138,"Aug","2011",2011,8,2011.08,"2011.08"
"1481","Sep   2011",97,"Sep","2011",2011,9,2011.09,"2011.09"
"1646","Oct   2011",86,"Oct","2011",2011,10,2011.1,"2011.1"
"1811","Nov   2011",102,"Nov","2011",2011,11,2011.11,"2011.11"
"1976","Dec   2011",76,"Dec","2011",2011,12,2011.12,"2011.12"
"162","Jan   2012",102,"Jan","2012",2012,1,2012.01,"2012.01"
"327","Feb   2012",95,"Feb","2012",2012,2,2012.02,"2012.02"
"492","Mar   2012",79,"Mar","2012",2012,3,2012.03,"2012.03"
"657","Apr   2012",83,"Apr","2012",2012,4,2012.04,"2012.04"
"822","May   2012",97,"May","2012",2012,5,2012.05,"2012.05"
"987","Jun   2012",100,"Jun","2012",2012,6,2012.06,"2012.06"
"1152","Jul   2012",83,"Jul","2012",2012,7,2012.07,"2012.07"
"1317","Aug   2012",101,"Aug","2012",2012,8,2012.08,"2012.08"
"1482","Sep   2012",79,"Sep","2012",2012,9,2012.09,"2012.09"
"1647","Oct   2012",131,"Oct","2012",2012,10,2012.1,"2012.1"
"1812","Nov   2012",230,"Nov","2012",2012,11,2012.11,"2012.11"
"1977","Dec   2012",208,"Dec","2012",2012,12,2012.12,"2012.12"
"163","Jan   2013",186,"Jan","2013",2013,1,2013.01,"2013.01"
"328","Feb   2013",86,"Feb","2013",2013,2,2013.02,"2013.02"
"493","Mar   2013",73,"Mar","2013",2013,3,2013.03,"2013.03"
"658","Apr   2013",55,"Apr","2013",2013,4,2013.04,"2013.04"
"823","May   2013",53,"May","2013",2013,5,2013.05,"2013.05"
"988","Jun   2013",55,"Jun","2013",2013,6,2013.06,"2013.06"
"1153","Jul   2013",33,"Jul","2013",2013,7,2013.07,"2013.07"
"1318","Aug   2013",32,"Aug","2013",2013,8,2013.08,"2013.08"
"1483","Sep   2013",41,"Sep","2013",2013,9,2013.09,"2013.09"
"1648","Oct   2013",79,"Oct","2013",2013,10,2013.1,"2013.1"
"1813","Nov   2013",18,"Nov","2013",2013,11,2013.11,"2013.11"
"1978","Dec   2013",35,"Dec","2013",2013,12,2013.12,"2013.12"
"164","Jan   2014",22,"Jan","2014",2014,1,2014.01,"2014.01"
"329","Feb   2014",36,"Feb","2014",2014,2,2014.02,"2014.02"
"494","Mar   2014",21,"Mar","2014",2014,3,2014.03,"2014.03"
"659","Apr   2014",29,"Apr","2014",2014,4,2014.04,"2014.04"
"824","May   2014",22,"May","2014",2014,5,2014.05,"2014.05"
"989","Jun   2014",23,"Jun","2014",2014,6,2014.06,"2014.06"
"1154","Jul   2014",23,"Jul","2014",2014,7,2014.07,"2014.07"
"1319","Aug   2014",12,"Aug","2014",2014,8,2014.08,"2014.08"
"1484","Sep   2014",25,"Sep","2014",2014,9,2014.09,"2014.09"
"1649","Oct   2014",41,"Oct","2014",2014,10,2014.1,"2014.1"
"1814","Nov   2014",38,"Nov","2014",2014,11,2014.11,"2014.11"
"1979","Dec   2014",28,"Dec","2014",2014,12,2014.12,"2014.12"
"165","Jan   2015",34,"Jan","2015",2015,1,2015.01,"2015.01"
